'675d69a3,Juan Carlos Ballesteros,2019-06-07 10:21:07,Merge branch 'master' of https://bitbucket.org/localidata/ciudadesabiertas'
'4c0c9f9b,Juan Carlos Ballesteros,2019-06-07 10:20:55,Ruta Relativa añadida en JQUERY de la documentación'
'78a9e0bb,Juan Carlos Ballesteros,2019-06-07 10:00:19,Cabecera de swagger modificada'
'd403ab3f,Juan Carlos Ballesteros,2019-06-06 18:16:08,Cambios en la documentación dinámica'
'7ff18a97,Juan Carlos Ballesteros,2019-06-06 15:17:12,Los access tokens generados se borran al arrancar la app'
'276183e6,Juan Carlos Ballesteros,2019-06-06 14:34:00,usuario Localidata corregido'
'5be089e8,Juan Carlos Ballesteros,2019-06-06 14:18:42,usuario Localidata corregido'
'ec9f208f,Juan Carlos Ballesteros,2019-06-06 14:10:20,Merge branch 'master' of https://bitbucket.org/localidata/ciudadesabiertas'
'75e687d4,Juan Carlos Ballesteros,2019-06-06 14:10:03,usuario Localidata corregido'
'cc8a826c,Juan Carlos Ballesteros,2019-06-06 11:43:43,Test agrupadas corregido'
'f6ff3e7c,Juan Carlos Ballesteros,2019-06-06 11:14:12,Merge branch 'master' of https://bitbucket.org/localidata/ciudadesabiertas'
'07ed2c9d,Juan Carlos Ballesteros,2019-06-06 11:13:53,Error en callejero tests'
'89f484c5,Juan Carlos Ballesteros,2019-06-06 10:32:09,Cambio de sorts por sort'
'd3447572,Carlos Martinez de la Casa Garcia,2019-06-05 16:42:45,Correcion geo'
'47028533,Carlos Martinez de la Casa Garcia,2019-06-05 15:27:13,Correccion'
'35652ddd,Carlos Martinez de la Casa Garcia,2019-06-05 15:25:11,Validamos Los parametros de entrada al servicio groupBy'
'80180bfe,Juan Carlos Ballesteros,2019-06-05 15:13:10,Merge branch 'master' of https://bitbucket.org/localidata/ciudadesabiertas'
'3fe49e02,Juan Carlos Ballesteros,2019-06-05 15:12:55,Documentacion funcionando en swagger'
'60037705,Carlos Martinez de la Casa Garcia,2019-06-05 14:48:01,Correccion Test'
